material,thermal_conductivity,density,specific_heat,wall_thickness,roof_thickness,length,width,height,orientation,insulation_thickness,window_to_wall_ratio,outdoor_temperature,humidity,solar_radiation,wind_speed,pressure,interior_temperature
timber_frame,0.13,500.0,1600.0,0.328,0.111,10.71,8.34,2.95,281.5,0.085,0.06,13.0,17.6,1075.1,20.9,650.5,16.22
polyurethane_sandwich,0.022,40.0,1400.0,0.248,0.359,5.76,6.05,4.47,29.9,0.173,0.23,2.8,85.3,1098.5,5.7,952.8,29.21
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.488,0.144,9.7,6.68,4.04,202.6,0.106,0.07,12.3,53.2,793.7,24.9,670.0,18.36
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.15,0.133,8.71,7.33,4.17,270.4,0.03,0.38,17.7,78.7,378.4,24.0,998.5,20.95
burnt_clay_brick,0.77,1900.0,840.0,0.295,0.247,6.79,6.34,3.08,259.8,0.06,0.08,24.6,63.4,308.8,18.6,849.5,26.85
stabilized_earth_block,0.85,1800.0,880.0,0.13,0.211,4.29,8.76,4.01,290.5,0.19,0.13,30.0,61.7,491.0,5.6,950.4,17.46
stabilized_earth_block,0.85,1800.0,880.0,0.213,0.384,4.26,5.81,3.92,210.9,0.134,0.12,-15.0,32.0,427.5,16.3,818.7,9.58
timber_frame,0.13,500.0,1600.0,0.151,0.281,7.24,7.62,3.03,45.0,0.149,0.21,-20.1,88.3,1010.5,9.2,714.3,3.2
stabilized_earth_block,0.85,1800.0,880.0,0.291,0.365,4.02,6.27,3.63,315.4,0.138,0.33,28.1,28.0,203.1,24.9,853.4,16.61
timber_frame,0.13,500.0,1600.0,0.533,0.157,10.65,6.46,3.87,155.7,0.011,0.09,28.9,77.4,832.4,22.7,868.9,25.96
burnt_clay_brick,0.77,1900.0,840.0,0.31,0.348,11.85,3.58,2.61,290.2,0.049,0.22,16.4,63.3,204.0,19.7,897.6,18.42
timber_frame,0.13,500.0,1600.0,0.403,0.261,8.46,9.09,3.8,15.2,0.022,0.34,20.0,17.9,194.9,24.2,700.2,22.32
timber_frame,0.13,500.0,1600.0,0.436,0.369,6.8,5.76,3.96,125.0,0.158,0.35,15.1,51.8,1040.2,20.5,863.8,20.6
eps_insulated_concrete,0.038,1250.0,1100.0,0.435,0.088,8.1,3.17,4.39,35.6,0.184,0.33,26.0,78.0,353.5,20.6,744.5,28.89
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.238,0.331,5.92,7.89,3.73,276.7,0.032,0.25,35.4,61.9,840.7,19.1,928.0,28.84
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.522,0.354,6.0,7.31,3.95,301.0,0.046,0.34,-17.9,67.8,739.5,8.5,808.8,4.75
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.478,0.145,10.7,6.4,3.11,157.6,0.072,0.11,-13.2,11.3,289.8,8.5,812.6,11.08
polyurethane_sandwich,0.022,40.0,1400.0,0.38,0.322,7.84,5.79,3.86,71.5,0.018,0.26,36.4,42.4,363.4,18.2,823.8,25.84
eps_insulated_concrete,0.038,1250.0,1100.0,0.167,0.203,10.61,8.15,4.24,287.5,0.123,0.39,-2.3,28.0,926.1,6.9,665.1,23.07
burnt_clay_brick,0.77,1900.0,840.0,0.113,0.152,9.26,4.53,4.24,158.5,0.162,0.1,-4.2,87.2,957.5,12.6,784.4,28.39
timber_frame,0.13,500.0,1600.0,0.376,0.262,6.71,8.94,3.62,225.8,0.178,0.39,27.3,66.5,1081.9,20.3,710.7,34.04
burnt_clay_brick,0.77,1900.0,840.0,0.282,0.376,5.11,6.78,2.56,249.6,0.064,0.34,24.2,73.6,679.0,3.3,985.3,27.44
timber_frame,0.13,500.0,1600.0,0.454,0.251,3.94,8.78,2.88,125.4,0.14,0.39,32.5,27.9,369.1,21.1,793.3,22.07
eps_insulated_concrete,0.038,1250.0,1100.0,0.349,0.22,11.58,4.2,3.58,201.2,0.012,0.17,35.7,21.8,782.0,2.6,901.9,31.42
timber_frame,0.13,500.0,1600.0,0.226,0.367,3.25,7.18,3.3,275.2,0.027,0.19,21.3,34.8,797.2,8.3,697.7,24.5
timber_frame,0.13,500.0,1600.0,0.573,0.126,7.86,7.77,3.06,2.4,0.122,0.3,0.1,19.6,1077.4,15.7,822.5,26.4
polyurethane_sandwich,0.022,40.0,1400.0,0.181,0.142,11.82,8.42,4.48,300.9,0.006,0.38,26.0,36.5,194.2,10.7,894.4,28.66
polyurethane_sandwich,0.022,40.0,1400.0,0.294,0.21,9.27,3.97,3.12,34.5,0.071,0.3,36.5,50.0,284.6,10.6,695.2,25.15
polyurethane_sandwich,0.022,40.0,1400.0,0.417,0.189,9.77,6.67,2.44,218.2,0.196,0.07,1.1,23.5,1063.6,13.7,602.0,35.95
eps_insulated_concrete,0.038,1250.0,1100.0,0.253,0.336,8.11,5.62,2.55,62.1,0.127,0.22,12.5,88.1,197.0,17.4,665.0,14.98
burnt_clay_brick,0.77,1900.0,840.0,0.387,0.365,9.36,9.16,2.77,53.6,0.164,0.06,-22.3,53.0,1058.0,23.6,939.0,2.5
burnt_clay_brick,0.77,1900.0,840.0,0.568,0.114,9.15,7.13,2.75,35.9,0.039,0.1,17.9,37.0,554.7,16.8,949.3,20.54
eps_insulated_concrete,0.038,1250.0,1100.0,0.572,0.294,3.59,4.72,2.7,345.7,0.098,0.33,-22.1,14.7,1082.3,12.5,954.3,7.2
polyurethane_sandwich,0.022,40.0,1400.0,0.454,0.348,3.89,6.64,3.79,115.4,0.105,0.25,12.2,41.5,646.4,5.8,734.5,15.43
eps_insulated_concrete,0.038,1250.0,1100.0,0.482,0.174,8.64,5.83,3.19,176.6,0.098,0.16,8.9,41.1,597.6,19.9,720.6,14.27
polyurethane_sandwich,0.022,40.0,1400.0,0.449,0.249,3.37,9.63,3.04,211.5,0.18,0.24,19.9,69.1,634.3,2.1,727.2,24.77
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.276,0.252,10.41,7.79,3.31,183.0,0.17,0.23,22.7,13.6,314.5,12.0,678.0,26.46
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.456,0.103,4.83,4.45,3.74,5.6,0.184,0.12,23.3,83.9,104.7,6.8,941.7,25.92
burnt_clay_brick,0.77,1900.0,840.0,0.592,0.396,10.44,5.6,4.16,16.1,0.028,0.14,21.8,80.6,522.8,14.7,962.8,24.44
polyurethane_sandwich,0.022,40.0,1400.0,0.255,0.381,8.88,9.4,3.26,3.7,0.165,0.18,34.0,25.2,879.2,7.1,604.4,21.77
polyurethane_sandwich,0.022,40.0,1400.0,0.298,0.303,7.04,7.64,2.87,229.5,0.023,0.37,9.2,24.7,427.4,23.6,707.7,12.3
polyurethane_sandwich,0.022,40.0,1400.0,0.458,0.302,5.56,5.01,4.2,94.1,0.152,0.19,37.0,26.2,186.5,21.3,684.3,23.8
timber_frame,0.13,500.0,1600.0,0.598,0.23,3.98,4.6,4.15,66.4,0.153,0.33,-8.1,59.2,538.1,4.4,850.7,17.19
stabilized_earth_block,0.85,1800.0,880.0,0.431,0.241,11.77,8.38,3.92,15.8,0.003,0.1,35.2,30.1,275.5,12.1,978.7,31.45
stabilized_earth_block,0.85,1800.0,880.0,0.296,0.129,5.63,3.45,2.79,70.0,0.132,0.2,36.0,15.6,345.8,13.7,833.9,24.79
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.374,0.182,4.0,3.46,3.49,6.3,0.144,0.3,-2.5,13.1,1001.5,17.4,602.5,22.11
stabilized_earth_block,0.85,1800.0,880.0,0.381,0.34,9.92,3.84,2.87,226.2,0.113,0.08,20.4,82.9,1037.2,16.5,718.6,26.23
timber_frame,0.13,500.0,1600.0,0.293,0.371,5.14,6.43,2.93,352.8,0.127,0.22,37.9,46.3,979.4,6.4,720.5,28.08
polyurethane_sandwich,0.022,40.0,1400.0,0.187,0.39,11.99,9.17,3.17,7.5,0.161,0.1,7.2,66.9,641.5,6.4,768.9,9.84
polyurethane_sandwich,0.022,40.0,1400.0,0.276,0.381,6.79,5.92,3.94,159.8,0.078,0.18,-2.2,41.9,823.3,5.9,691.1,31.2
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.384,0.383,9.56,8.49,3.16,166.8,0.172,0.33,1.2,34.6,492.8,12.3,828.0,30.31
eps_insulated_concrete,0.038,1250.0,1100.0,0.25,0.347,9.97,7.37,2.51,78.2,0.11,0.1,1.9,51.4,280.3,11.6,891.5,26.0
eps_insulated_concrete,0.038,1250.0,1100.0,0.384,0.135,11.85,7.76,4.02,230.8,0.115,0.33,-14.5,35.3,345.7,18.7,920.3,12.92
eps_insulated_concrete,0.038,1250.0,1100.0,0.258,0.379,8.51,8.15,4.24,243.4,0.157,0.08,-24.4,79.0,152.8,21.5,731.6,0.22
burnt_clay_brick,0.77,1900.0,840.0,0.202,0.128,4.92,8.88,3.16,327.3,0.117,0.34,8.3,66.3,389.7,3.4,836.0,11.19
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.182,0.118,11.19,5.87,3.58,226.3,0.14,0.15,34.4,30.0,213.4,23.7,981.9,23.07
stabilized_earth_block,0.85,1800.0,880.0,0.478,0.123,6.43,5.66,2.76,7.2,0.138,0.34,40.2,56.8,281.8,22.5,1007.5,28.84
polyurethane_sandwich,0.022,40.0,1400.0,0.383,0.363,11.89,9.21,2.54,48.6,0.06,0.19,-14.5,89.4,891.0,17.1,1003.9,11.16
burnt_clay_brick,0.77,1900.0,840.0,0.246,0.334,10.08,5.48,4.47,178.1,0.124,0.26,44.4,39.2,352.7,13.3,1012.5,36.61
stabilized_earth_block,0.85,1800.0,880.0,0.345,0.37,3.47,4.67,3.04,161.6,0.087,0.06,27.5,70.8,558.1,2.9,831.5,31.62
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.536,0.376,3.1,7.02,3.04,71.9,0.094,0.19,23.7,31.6,475.1,9.8,815.3,26.0
eps_insulated_concrete,0.038,1250.0,1100.0,0.304,0.189,11.49,8.03,3.56,176.0,0.053,0.37,39.3,16.8,766.2,8.6,813.7,35.03
stabilized_earth_block,0.85,1800.0,880.0,0.112,0.121,9.86,4.7,2.77,23.4,0.114,0.13,-18.9,16.0,823.1,18.7,743.3,3.0
timber_frame,0.13,500.0,1600.0,0.135,0.266,11.69,9.78,3.73,119.1,0.133,0.26,-21.1,21.1,1018.0,23.2,677.9,6.05
polyurethane_sandwich,0.022,40.0,1400.0,0.576,0.081,10.12,4.63,2.5,28.6,0.064,0.24,8.3,25.8,1087.9,15.5,678.1,11.3
burnt_clay_brick,0.77,1900.0,840.0,0.466,0.269,10.75,6.1,3.47,28.6,0.195,0.14,36.5,56.0,289.3,4.0,919.9,24.47
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.194,0.183,11.93,4.14,3.73,213.2,0.12,0.23,-5.0,44.1,924.5,18.7,822.8,25.07
polyurethane_sandwich,0.022,40.0,1400.0,0.545,0.299,5.53,4.13,2.53,177.8,0.181,0.07,27.9,44.4,774.0,22.6,787.3,33.02
polyurethane_sandwich,0.022,40.0,1400.0,0.437,0.182,9.94,9.4,3.87,218.0,0.192,0.25,25.9,35.5,458.1,20.5,755.6,30.11
burnt_clay_brick,0.77,1900.0,840.0,0.482,0.18,11.99,4.33,3.63,15.4,0.071,0.21,7.3,83.9,946.5,24.3,794.7,10.15
eps_insulated_concrete,0.038,1250.0,1100.0,0.326,0.125,9.75,5.94,2.45,50.2,0.063,0.4,19.3,42.0,114.0,20.0,877.9,21.03
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.176,0.383,4.95,3.11,3.39,97.5,0.04,0.22,-13.9,76.4,953.8,7.7,679.8,5.82
timber_frame,0.13,500.0,1600.0,0.462,0.219,11.53,4.12,4.44,21.5,0.192,0.07,-2.4,48.1,389.3,6.6,996.2,21.88
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.308,0.084,5.77,4.11,3.72,246.3,0.086,0.09,-15.9,32.6,824.8,20.4,962.9,8.29
burnt_clay_brick,0.77,1900.0,840.0,0.383,0.232,3.16,5.59,2.92,340.0,0.138,0.37,38.2,60.7,1001.8,12.4,717.8,27.67
burnt_clay_brick,0.77,1900.0,840.0,0.389,0.186,4.75,3.89,3.08,227.8,0.194,0.13,16.5,29.0,919.7,12.7,797.3,22.14
stabilized_earth_block,0.85,1800.0,880.0,0.257,0.362,6.46,4.04,3.08,190.5,0.093,0.37,41.3,68.2,166.9,10.3,681.1,32.66
burnt_clay_brick,0.77,1900.0,840.0,0.456,0.196,10.0,6.32,2.87,1.1,0.071,0.27,14.3,72.7,1056.7,12.6,732.0,17.46
timber_frame,0.13,500.0,1600.0,0.2,0.339,4.69,9.47,3.67,106.4,0.012,0.36,11.6,50.3,348.2,10.0,894.3,14.92
stabilized_earth_block,0.85,1800.0,880.0,0.249,0.145,5.66,3.2,3.75,151.7,0.074,0.32,44.5,45.7,482.0,4.8,786.5,38.29
burnt_clay_brick,0.77,1900.0,840.0,0.154,0.168,5.48,7.94,3.35,58.6,0.026,0.38,-16.3,79.4,652.6,9.9,732.4,-2.51
polyurethane_sandwich,0.022,40.0,1400.0,0.288,0.088,6.91,5.27,2.77,220.7,0.152,0.28,-2.3,70.5,139.4,13.3,903.6,22.32
polyurethane_sandwich,0.022,40.0,1400.0,0.166,0.1,3.61,4.06,3.5,338.4,0.047,0.31,43.1,37.1,512.6,19.0,806.8,32.52
timber_frame,0.13,500.0,1600.0,0.131,0.213,10.11,7.86,3.55,32.2,0.041,0.11,28.4,79.5,327.4,2.4,887.1,20.06
stabilized_earth_block,0.85,1800.0,880.0,0.126,0.35,5.03,3.3,2.86,83.8,0.031,0.35,10.0,35.8,856.0,17.1,608.1,12.91
burnt_clay_brick,0.77,1900.0,840.0,0.346,0.294,9.27,6.85,2.48,212.3,0.042,0.25,-24.5,66.1,681.6,9.8,977.4,0.01
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.299,0.129,3.07,7.39,3.71,95.6,0.075,0.19,33.4,70.3,356.3,5.7,977.1,22.73
eps_insulated_concrete,0.038,1250.0,1100.0,0.16,0.171,3.26,7.22,3.77,184.2,0.081,0.11,-22.1,74.4,842.8,22.0,684.1,10.96
timber_frame,0.13,500.0,1600.0,0.468,0.176,9.21,4.5,3.65,109.2,0.093,0.28,-8.9,81.2,943.6,6.2,610.0,17.48
stabilized_earth_block,0.85,1800.0,880.0,0.208,0.138,6.01,6.5,3.91,259.2,0.092,0.19,27.8,83.7,580.2,15.3,933.9,30.88
polyurethane_sandwich,0.022,40.0,1400.0,0.529,0.16,8.55,9.19,4.19,222.9,0.171,0.38,40.1,34.3,481.4,14.6,667.0,29.43
stabilized_earth_block,0.85,1800.0,880.0,0.284,0.287,11.74,8.19,3.18,100.8,0.131,0.15,-22.6,19.6,241.8,12.0,991.5,-0.99
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.16,0.284,11.57,8.55,4.25,335.5,0.035,0.09,25.7,46.4,986.4,17.7,714.7,28.96
stabilized_earth_block,0.85,1800.0,880.0,0.451,0.234,9.58,4.07,2.54,244.1,0.006,0.22,33.1,43.0,1072.9,14.8,618.5,31.9
stabilized_earth_block,0.85,1800.0,880.0,0.58,0.36,9.39,8.03,2.83,96.2,0.134,0.39,-11.8,65.2,910.4,24.9,618.5,13.69
timber_frame,0.13,500.0,1600.0,0.518,0.219,11.57,6.42,2.89,305.4,0.009,0.18,16.9,46.5,572.5,4.9,876.6,20.06
burnt_clay_brick,0.77,1900.0,840.0,0.463,0.253,5.89,7.48,3.25,208.9,0.074,0.39,28.7,21.8,772.7,22.3,883.8,25.26
eps_insulated_concrete,0.038,1250.0,1100.0,0.28,0.218,8.42,9.19,3.1,129.1,0.093,0.31,35.3,23.1,142.8,13.2,961.1,24.1
polyurethane_sandwich,0.022,40.0,1400.0,0.173,0.189,8.69,8.21,4.19,206.5,0.195,0.33,32.7,41.7,923.4,22.1,1016.0,26.26
timber_frame,0.13,500.0,1600.0,0.121,0.113,3.04,9.54,3.8,59.3,0.045,0.3,-1.6,19.4,831.9,20.1,830.3,18.1
eps_insulated_concrete,0.038,1250.0,1100.0,0.362,0.342,4.97,5.46,3.26,270.6,0.021,0.27,6.8,76.7,995.2,5.5,600.3,9.66
timber_frame,0.13,500.0,1600.0,0.5,0.238,11.24,7.86,3.04,272.1,0.061,0.12,19.7,86.1,291.0,1.4,724.2,22.73
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.193,0.328,3.64,4.77,4.4,151.9,0.072,0.19,23.8,34.0,487.7,6.0,780.0,28.14
timber_frame,0.13,500.0,1600.0,0.56,0.283,8.34,7.75,4.45,180.0,0.07,0.14,8.2,73.8,852.9,19.5,777.5,14.19
timber_frame,0.13,500.0,1600.0,0.41,0.192,11.74,6.43,2.46,13.9,0.097,0.37,8.2,53.5,183.0,18.4,900.6,10.47
stabilized_earth_block,0.85,1800.0,880.0,0.327,0.32,5.17,9.89,2.47,111.5,0.155,0.35,-9.8,42.8,110.3,4.1,962.3,12.17
stabilized_earth_block,0.85,1800.0,880.0,0.568,0.222,7.52,6.24,3.86,139.7,0.185,0.28,-21.6,56.9,798.2,12.8,978.9,10.64
burnt_clay_brick,0.77,1900.0,840.0,0.527,0.093,8.41,5.99,3.84,348.7,0.015,0.22,-7.6,41.0,844.5,16.7,674.2,9.63
eps_insulated_concrete,0.038,1250.0,1100.0,0.122,0.138,6.06,7.78,4.18,82.3,0.089,0.3,38.8,18.1,239.2,18.8,997.6,27.47
timber_frame,0.13,500.0,1600.0,0.112,0.239,10.15,6.01,3.89,323.2,0.074,0.24,4.3,12.7,536.3,17.8,628.1,23.29
stabilized_earth_block,0.85,1800.0,880.0,0.231,0.384,6.22,5.81,4.33,326.4,0.175,0.09,-13.7,55.6,764.6,11.7,1018.5,9.59
burnt_clay_brick,0.77,1900.0,840.0,0.379,0.233,11.74,7.59,3.62,41.7,0.008,0.12,-4.0,69.7,490.7,9.9,814.3,8.46
stabilized_earth_block,0.85,1800.0,880.0,0.156,0.293,8.27,3.06,4.25,49.3,0.184,0.35,31.1,25.1,574.8,12.5,641.6,18.61
eps_insulated_concrete,0.038,1250.0,1100.0,0.377,0.281,10.73,3.5,3.8,308.8,0.029,0.32,8.4,89.2,172.6,5.0,863.3,10.9
eps_insulated_concrete,0.038,1250.0,1100.0,0.52,0.196,5.03,4.84,2.53,155.5,0.174,0.32,-23.1,63.7,1030.8,10.4,854.7,15.92
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.474,0.121,8.53,8.53,4.27,232.6,0.151,0.11,16.9,33.0,873.1,11.4,613.0,21.87
stabilized_earth_block,0.85,1800.0,880.0,0.381,0.305,9.99,8.41,2.48,99.9,0.056,0.28,44.1,37.3,936.3,15.5,986.1,36.36
eps_insulated_concrete,0.038,1250.0,1100.0,0.356,0.204,10.84,7.82,3.86,332.4,0.121,0.28,15.2,47.5,191.0,12.8,743.8,17.4
timber_frame,0.13,500.0,1600.0,0.408,0.1,8.66,9.54,4.24,214.0,0.046,0.37,-2.3,29.2,291.3,24.3,680.6,21.92
burnt_clay_brick,0.77,1900.0,840.0,0.359,0.212,5.38,5.97,3.78,276.6,0.178,0.1,28.9,33.6,787.1,9.7,828.0,16.88
burnt_clay_brick,0.77,1900.0,840.0,0.202,0.228,7.68,3.82,3.92,104.9,0.049,0.26,19.3,37.0,987.3,20.4,757.5,23.34
eps_insulated_concrete,0.038,1250.0,1100.0,0.342,0.167,8.11,6.76,2.71,218.2,0.051,0.39,31.9,88.7,103.3,5.5,992.3,21.3
eps_insulated_concrete,0.038,1250.0,1100.0,0.327,0.397,8.25,4.94,3.59,71.7,0.01,0.2,43.7,57.6,576.4,10.3,650.2,33.67
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.161,0.323,11.95,3.29,2.55,38.7,0.107,0.09,-18.3,69.4,523.3,2.0,877.3,2.73
stabilized_earth_block,0.85,1800.0,880.0,0.105,0.188,8.62,4.94,3.3,83.0,0.124,0.25,-6.3,54.2,940.8,4.6,832.6,15.82
burnt_clay_brick,0.77,1900.0,840.0,0.481,0.135,11.7,5.68,3.54,6.3,0.032,0.25,18.0,87.9,909.6,4.0,703.4,20.21
eps_insulated_concrete,0.038,1250.0,1100.0,0.21,0.227,4.49,4.21,2.86,38.7,0.048,0.16,15.6,58.0,486.7,6.1,642.2,18.03
stabilized_earth_block,0.85,1800.0,880.0,0.304,0.222,4.35,9.22,4.19,270.2,0.005,0.32,-10.6,63.9,536.7,22.0,743.8,0.68
stabilized_earth_block,0.85,1800.0,880.0,0.35,0.277,10.54,7.25,3.18,253.2,0.12,0.29,1.4,73.0,307.1,8.5,770.1,23.08
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.457,0.368,6.41,9.14,4.42,247.1,0.113,0.28,-20.5,67.0,121.9,14.7,751.0,1.74
stabilized_earth_block,0.85,1800.0,880.0,0.345,0.312,11.18,3.63,2.94,82.3,0.073,0.4,8.5,23.5,953.6,16.5,851.6,12.36
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.523,0.393,6.28,8.32,2.59,329.7,0.018,0.29,-21.5,16.3,1032.0,11.9,723.1,1.59
eps_insulated_concrete,0.038,1250.0,1100.0,0.239,0.373,5.06,5.18,3.49,83.5,0.018,0.07,20.8,72.7,1053.8,23.6,673.9,23.66
timber_frame,0.13,500.0,1600.0,0.335,0.215,4.51,3.12,4.42,216.9,0.015,0.32,-6.2,72.7,634.0,19.7,832.4,19.97
burnt_clay_brick,0.77,1900.0,840.0,0.462,0.129,11.39,4.72,2.42,307.9,0.153,0.23,-23.5,50.4,156.9,4.2,620.3,-0.07
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.523,0.157,8.48,5.57,4.04,166.5,0.091,0.3,24.9,23.0,706.0,2.0,1012.8,31.22
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.1,0.227,10.19,7.74,3.23,194.9,0.081,0.23,42.3,85.5,453.9,15.5,901.7,35.97
polyurethane_sandwich,0.022,40.0,1400.0,0.303,0.16,11.43,4.17,4.2,45.4,0.007,0.08,44.6,77.4,215.5,22.7,760.7,33.39
burnt_clay_brick,0.77,1900.0,840.0,0.287,0.181,4.79,3.11,3.31,229.8,0.029,0.35,30.3,69.9,749.1,8.2,702.7,27.84
stabilized_earth_block,0.85,1800.0,880.0,0.55,0.369,5.28,5.79,3.9,133.8,0.041,0.1,42.2,29.6,245.5,16.4,642.5,35.24
burnt_clay_brick,0.77,1900.0,840.0,0.127,0.229,6.48,7.57,3.31,215.4,0.071,0.23,8.4,84.7,968.6,12.5,748.0,15.16
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.255,0.242,3.1,3.71,3.96,202.2,0.012,0.23,19.1,39.7,548.4,9.0,857.4,24.18
burnt_clay_brick,0.77,1900.0,840.0,0.411,0.171,3.46,6.62,2.66,157.8,0.098,0.32,-22.5,72.3,828.7,14.6,628.3,9.14
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.566,0.201,8.95,6.08,3.92,96.2,0.028,0.37,-18.5,40.7,494.4,2.0,727.2,3.33
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.197,0.262,6.76,8.78,2.72,196.9,0.051,0.37,-25.0,15.3,958.8,7.4,802.7,6.43
stabilized_earth_block,0.85,1800.0,880.0,0.21,0.373,4.49,7.71,2.64,241.0,0.162,0.17,26.0,39.8,568.9,24.0,842.4,29.58
timber_frame,0.13,500.0,1600.0,0.545,0.341,5.98,7.65,3.51,240.4,0.167,0.26,22.8,74.5,878.3,6.9,942.3,28.08
eps_insulated_concrete,0.038,1250.0,1100.0,0.342,0.185,7.58,6.49,3.92,145.7,0.19,0.16,35.4,18.5,248.0,6.4,929.1,22.82
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.332,0.129,3.89,6.8,3.16,267.3,0.084,0.17,-19.3,23.0,581.2,23.3,627.9,3.29
burnt_clay_brick,0.77,1900.0,840.0,0.563,0.098,6.65,6.03,3.27,352.2,0.067,0.18,-3.4,48.9,1097.8,23.3,766.5,19.7
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.303,0.352,5.58,7.27,2.75,57.3,0.065,0.18,-19.2,16.6,896.2,1.2,827.0,2.48
eps_insulated_concrete,0.038,1250.0,1100.0,0.548,0.379,10.14,7.88,2.72,18.5,0.094,0.06,-4.6,77.5,778.7,23.0,894.0,22.76
polyurethane_sandwich,0.022,40.0,1400.0,0.386,0.093,11.04,5.31,2.48,209.8,0.198,0.27,32.5,25.4,269.9,10.4,1017.3,20.02
stabilized_earth_block,0.85,1800.0,880.0,0.234,0.173,10.53,3.5,3.69,49.9,0.092,0.35,-14.0,72.1,614.9,12.9,694.0,6.93
burnt_clay_brick,0.77,1900.0,840.0,0.116,0.353,8.99,7.86,4.1,129.2,0.102,0.15,24.4,42.1,907.0,6.6,1013.5,29.69
burnt_clay_brick,0.77,1900.0,840.0,0.433,0.147,7.15,7.92,2.48,21.1,0.175,0.1,44.9,20.1,822.8,7.8,739.7,33.22
burnt_clay_brick,0.77,1900.0,840.0,0.39,0.31,6.92,3.86,3.75,339.3,0.11,0.26,40.6,26.8,573.2,1.8,665.7,30.49
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.273,0.096,10.57,8.63,3.22,292.5,0.093,0.39,29.9,79.0,549.6,20.6,913.0,20.6
polyurethane_sandwich,0.022,40.0,1400.0,0.311,0.181,11.24,6.97,3.87,2.7,0.157,0.38,4.1,49.0,1088.4,4.6,971.4,31.45
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.356,0.239,5.5,4.42,2.78,13.8,0.002,0.18,-1.0,59.2,437.2,3.5,924.1,17.6
timber_frame,0.13,500.0,1600.0,0.201,0.127,9.12,9.0,3.96,98.4,0.078,0.24,16.3,84.1,296.7,19.5,907.1,18.65
stabilized_earth_block,0.85,1800.0,880.0,0.327,0.31,7.92,6.77,3.99,16.0,0.067,0.19,18.9,73.3,574.5,22.1,990.2,21.58
timber_frame,0.13,500.0,1600.0,0.386,0.375,10.51,4.56,2.96,320.9,0.17,0.34,21.8,56.4,494.8,1.1,696.3,24.62
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.576,0.224,6.57,6.01,4.41,288.9,0.055,0.34,13.3,43.3,601.8,23.9,933.7,15.59
polyurethane_sandwich,0.022,40.0,1400.0,0.494,0.326,8.97,6.48,3.62,192.3,0.11,0.32,34.9,84.1,489.0,18.4,674.4,26.03
polyurethane_sandwich,0.022,40.0,1400.0,0.2,0.299,3.72,7.53,4.39,7.4,0.026,0.31,-6.9,62.6,771.8,11.0,980.5,16.92
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.465,0.196,9.89,5.02,4.5,249.0,0.128,0.08,-14.1,19.7,1037.1,23.9,627.7,12.66
burnt_clay_brick,0.77,1900.0,840.0,0.583,0.116,7.06,3.85,4.01,280.6,0.093,0.09,21.8,32.3,183.3,19.9,748.4,24.25
eps_insulated_concrete,0.038,1250.0,1100.0,0.503,0.254,5.25,3.13,4.32,289.6,0.159,0.08,-20.6,21.7,260.3,20.6,824.6,5.36
eps_insulated_concrete,0.038,1250.0,1100.0,0.596,0.322,6.16,5.38,3.22,272.4,0.021,0.23,31.8,27.0,290.1,16.3,924.9,21.32
polyurethane_sandwich,0.022,40.0,1400.0,0.449,0.392,9.7,8.84,4.36,281.1,0.111,0.21,-2.4,39.5,1000.0,1.9,679.0,23.63
timber_frame,0.13,500.0,1600.0,0.278,0.396,11.41,7.54,3.27,301.5,0.194,0.35,-19.0,77.4,694.6,14.5,648.9,4.71
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.337,0.257,7.96,8.33,2.65,291.9,0.157,0.27,-7.8,53.0,525.6,1.9,644.8,15.49
